sample_id,record_id,machine_model,q1_value,q1_confidence,q2_value,q2_confidence,q3_value,q3_confidence,q5_value,q5_confidence,q6_value,q6_confidence,q7_value,q7_confidence,q8_value,q8_confidence,q9_value,q9_confidence,q4_bleeding,q4_smoke,q4_occlusion,q4_confidence
HR0119,site2/test/video4frame036,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,yes,0.6,yes,0.8,no,0.9,none,0.9,yes,no,no,0.8
HR0120,site2/test/video4frame073,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.7,no,0.9,none,0.9,no,no,no,0.9
HR0121,site2/test/video4frame112,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.7
HR0122,site2/test/video4frame160,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,yes,no,no,0.8
HR0123,site2/test/video4frame248,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.8,no,0.9,yes,0.7,no,0.9,none,0.9,no,no,no,0.9
HR0124,site2/train/video10frame013,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0125,site2/train/video10frame034,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0126,site2/train/video10frame053,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0127,site2/train/video10frame057,gpt-4o-mini,renal/kidney-focused procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0128,site2/train/video10frame084,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.9,yes,0.7,none,0.9,no,no,yes,0.6
HR0129,site2/train/video10frame112,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0130,site2/train/video10frame128,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0131,site2/train/video10frame143,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.6,none,0.9,no,no,no,0.9
HR0132,site2/train/video11frame004,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.6,none,0.9,no,no,no,0.9
HR0133,site2/train/video11frame025,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,yes,no,no,0.7
HR0134,site2/train/video11frame043,gpt-4o-mini,nephrectomy (robot-assisted),0.7,covered kidney (fat/fascia-covered kidney),0.6,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.8,none,0.8,no,yes,no,0.7
HR0135,site2/train/video11frame045,gpt-4o-mini,nephrectomy (robot-assisted),0.7,kidney (parenchyma),0.6,robotic camera,0.9,mixed,0.5,yes,0.7,no,0.6,yes,0.7,none,0.8,no,yes,yes,0.6
HR0136,site2/train/video11frame055,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0137,site2/train/video11frame062,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.7,no,0.9,no,0.8,yes,0.6,none,0.9,no,no,yes,0.6
HR0138,site2/train/video11frame084,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,yes,0.6,none,0.9,no,no,yes,0.7
HR0139,site2/train/video11frame086,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,blurry,0.7,yes,0.6,no,0.7,yes,0.6,none,0.8,no,yes,no,0.8
HR0140,site2/train/video11frame087,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,no,yes,no,0.8
HR0141,site2/train/video11frame088,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,blurry,0.7,yes,0.6,no,0.7,yes,0.6,none,0.8,no,yes,no,0.8
HR0142,site2/train/video11frame106,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0143,site2/train/video11frame124,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,no,no,no,0.9
HR0144,site2/train/video11frame137,gpt-4o-mini,nephrectomy (robot-assisted),0.9,covered kidney (fat/fascia-covered kidney),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0145,site2/train/video12frame006,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0146,site2/train/video12frame011,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.8,no,yes,no,0.7
HR0147,site2/train/video12frame013,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,mixed,0.6,yes,0.7,no,0.6,no,0.9,none,0.9,no,yes,no,0.8
HR0148,site2/train/video12frame014,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,yes,no,0.7
HR0149,site2/train/video12frame023,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0150,site2/train/video12frame030,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.6,near instrument jaws,0.7,no,yes,no,0.8
HR0151,site2/train/video12frame034,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,yes,0.6,none,0.8,no,yes,no,0.7
HR0152,site2/train/video12frame035,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,mixed,0.6,yes,0.6,no,0.7,yes,0.6,near instrument jaws,0.7,yes,yes,no,0.7
HR0153,site2/train/video12frame036,gpt-4o-mini,nephrectomy (robot-assisted),0.8,kidney (parenchyma),0.7,robotic camera,0.9,mixed,0.6,yes,0.6,no,0.7,yes,0.6,none,0.8,yes,yes,no,0.7
HR0154,site2/train/video12frame038,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.7,no,yes,no,0.6
HR0155,site2/train/video12frame044,gpt-4o-mini,nephrectomy (robot-assisted),0.7,covered kidney (fat/fascia-covered kidney),0.6,robotic camera,0.9,clear,0.8,no,0.9,yes,0.9,yes,0.7,none,0.9,yes,no,no,0.8
HR0156,site2/train/video12frame052,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,blurry,0.6,yes,0.5,no,0.6,yes,0.8,none,0.8,no,yes,yes,0.7
HR0157,site2/train/video12frame053,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.8,no,yes,no,0.7
HR0158,site2/train/video12frame067,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.7,none,0.9,yes,no,no,0.8
HR0159,site2/train/video12frame069,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.6,none,0.9,no,yes,no,0.8
HR0160,site2/train/video12frame072,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,blurry,0.6,yes,0.7,no,0.8,yes,0.6,none,0.9,yes,yes,no,0.8
HR0161,site2/train/video12frame091,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.6,none,0.9,no,yes,no,0.8
HR0162,site2/train/video12frame092,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,yes,0.6
HR0163,site2/train/video12frame095,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,yes,0.7,none,0.8,no,yes,no,0.6
HR0164,site2/train/video12frame111,gpt-4o-mini,nephrectomy (robot-assisted),0.8,kidney (parenchyma),0.9,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,no,0.9,none,0.9,yes,no,no,0.7
HR0165,site2/train/video12frame130,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.8,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0166,site2/train/video12frame141,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0167,site2/train/video13frame006,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.7,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,yes,0.6
HR0168,site2/train/video13frame034,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0169,site2/train/video13frame044,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,endoscopic,0.9,clear,0.9,yes,0.6,yes,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0170,site2/train/video13frame069,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0171,site2/train/video13frame077,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0172,site2/train/video13frame089,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,yes,0.7,no,0.6,no,0.9,none,0.9,no,no,no,0.9
HR0173,site2/train/video13frame108,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0174,site2/train/video13frame122,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0175,site2/train/video13frame142,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0176,site2/train/video14frame015,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,yes,0.6,none,0.9,yes,no,yes,0.7
HR0177,site2/train/video14frame028,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.7,none,0.9,no,no,no,0.9
HR0178,site2/train/video14frame045,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0179,site2/train/video14frame061,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0180,site2/train/video14frame090,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,endoscopic,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0181,site2/train/video14frame105,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0182,site2/train/video14frame118,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0183,site2/train/video14frame124,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.7
HR0184,site2/train/video14frame141,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,blurry,0.6,yes,0.5,no,0.6,yes,0.7,none,0.9,yes,no,yes,0.7
HR0185,site2/train/video15frame018,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0186,site2/train/video15frame030,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0187,site2/train/video15frame053,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0188,site2/train/video15frame073,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0189,site2/train/video15frame079,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.8,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0190,site2/train/video15frame101,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.6,none,0.9,no,no,no,0.9
HR0191,site2/train/video15frame119,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,yes,no,no,0.8
HR0192,site2/train/video15frame135,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0193,site2/train/video16frame003,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0194,site2/train/video16frame035,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0195,site2/train/video16frame056,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0196,site2/train/video16frame068,gpt-4o-mini,other abdominal procedure,0.9,small intestine,0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0197,site2/train/video16frame092,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0198,site2/train/video16frame099,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0199,site2/train/video16frame126,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0200,site2/train/video16frame147,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0201,site2/train/video1frame019,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,yes,no,no,0.8
HR0202,site2/train/video1frame043,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0203,site2/train/video1frame124,gpt-4o-mini,nephrectomy (robot-assisted),0.7,kidney (parenchyma),0.6,robotic camera,0.9,blurry,0.7,yes,0.5,no,0.6,yes,0.7,none,0.9,yes,no,yes,0.6
HR0204,site2/train/video2frame047,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0205,site2/train/video2frame070,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0206,site2/train/video3frame131,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0207,site2/train/video4frame017,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,yes,no,no,0.8
HR0208,site2/train/video4frame028,gpt-4o-mini,nephrectomy (robot-assisted),0.8,kidney (parenchyma),0.9,robotic camera,0.9,blurry,0.6,yes,0.4,no,0.5,no,0.8,none,0.9,yes,no,no,0.7
HR0209,site2/train/video4frame098,gpt-4o-mini,nephrectomy (robot-assisted),0.8,kidney (parenchyma),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.7
HR0210,site2/train/video4frame141,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,yes,no,no,0.8
HR0211,site2/train/video5frame017,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,yes,no,no,0.8
HR0212,site2/train/video5frame034,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,yes,no,no,0.8
HR0213,site2/train/video5frame042,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,no,no,no,0.9
HR0214,site2/train/video5frame068,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.6,none,0.9,yes,no,no,0.8
HR0215,site2/train/video5frame084,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,yes,no,no,0.8
HR0216,site2/train/video5frame112,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.7,none,0.9,yes,no,no,0.8
HR0217,site2/train/video5frame121,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.7,none,0.9,yes,no,no,0.8
HR0218,site2/train/video5frame133,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.7,none,0.9,yes,no,no,0.8
HR0219,site2/train/video6frame000,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,no,no,no,0.9
HR0220,site2/train/video6frame023,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0221,site2/train/video6frame044,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,no,no,no,0.9
HR0222,site2/train/video6frame064,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0223,site2/train/video6frame086,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0224,site2/train/video6frame105,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,yes,0.7,none,0.9,yes,no,no,0.8
HR0225,site2/train/video6frame127,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,yes,no,no,0.8
HR0226,site2/train/video6frame138,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0227,site2/train/video7frame000,gpt-4o-mini,nephrectomy (robot-assisted),0.9,covered kidney (fat/fascia-covered kidney),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,yes,0.7,none,0.9,yes,no,no,0.8
HR0228,site2/train/video7frame026,gpt-4o-mini,nephrectomy (robot-assisted),0.9,covered kidney (fat/fascia-covered kidney),0.8,robotic camera,0.9,blurry,0.6,no,0.9,no,0.7,yes,0.8,none,0.9,yes,no,yes,0.8
HR0229,site2/train/video7frame031,gpt-4o-mini,nephrectomy (robot-assisted),0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.7,yes,0.7,none,0.9,yes,no,yes,0.8
HR0230,site2/train/video7frame041,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,yes,no,no,0.8
HR0231,site2/train/video7frame067,gpt-4o-mini,other abdominal procedure,0.8,small intestine,0.9,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.7
HR0232,site2/train/video7frame076,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.8
HR0233,site2/train/video7frame077,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.6,none,0.9,yes,no,yes,0.7
HR0234,site2/train/video7frame081,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.8
